employee_id,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,departemen,lama_bekerja_tahun,tipe_perusahaan,status_wfh,jam_kerja_per_hari,jam_lembur_per_hari,jam_tidur_per_hari,kualitas_tidur,frekuensi_olahraga_per_minggu,jam_layar_per_hari,tingkat_stres,kepuasan_kerja,work_life_balance,produktivitas_diri,dukungan_atasan,frekuensi_meeting_per_hari,jumlah_deadline_per_minggu,beban_kerja_persepsi,status_merokok,riwayat_kesehatan_mental,keluhan_fisik_utama,keamanan_pekerjaan,frekuensi_konflik_kerja,tingkat_burnout_label
EMP10020,Laki-laki,25.0,S2,Belum Menikah,Product,0.3,Startup,Ya,9.2,1.8,7.4,6.0,1.6,5.8,6.7,6.1,5.0,4.6,3.2,13.53,1.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Tidak Aman,5.3,Medium
EMP09041,Laki-laki,26.0,,Belum Menikah,Engineering,5.4,BUMN,Tidak,7.0,0.0,6.3,6.6,2.5,8.9,3.8,8.9,9.0,6.8,6.0,2.0,0.0,Ringan,Ya,Tidak Ada,Sakit Kepala,Aman,4.0,Low
EMP13413,Laki-laki,26.0,SMA/SMK,Belum Menikah,Marketing,10.2,BUMN,Tidak,10.4,2.3,4.8,4.3,0.3,8.8,6.7,4.3,2.1,4.5,4.9,4.0,5.0,Sangat Berat,Ya,Pernah Depresi,Kelelahan,Cukup Aman,5.0,High
EMP13484,Laki-laki,19.0,S2,Belum Menikah,Finance,12.6,Startup,Hybrid,11.6,2.5,3.7,3.3,0.7,8.6,8.1,4.1,3.0,3.8,3.9,5.0,3.0,,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,7.0,High
EMP10489,Laki-laki,21.0,S1,Menikah,Data,6.9,Corporate,Tidak,8.2,1.8,5.0,4.8,2.5,10.9,7.0,5.0,7.6,7.8,5.0,5.0,3.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,5.2,Medium
EMP12455,Perempuan,22.0,S2,Belum Menikah,Finance,1.6,BUMN,Ya,9.5,2.4,7.4,4.1,2.5,6.4,,6.2,6.7,4.8,6.0,4.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,4.3,Medium
EMP02336,Perempuan,23.0,D3,Belum Menikah,Sales,2.2,Swasta,Ya,5.3,1.1,6.9,5.9,4.3,8.0,3.7,6.9,7.2,5.6,8.1,1.0,2.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,1.0,Low
EMP17482,Laki-laki,18.0,S1,Belum Menikah,Marketing,0.1,Swasta,Ya,13.7,3.8,6.2,3.8,0.0,10.1,8.5,4.4,3.8,4.4,6.7,20.9,4.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Khawatir,8.2,High
EMP04919,Perempuan,29.0,S2,Menikah,Product,5.1,Freelance,Ya,7.7,2.0,4.9,6.3,2.7,6.4,5.5,6.6,4.6,6.8,4.7,2.0,1.0,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,5.6,Medium
EMP11525,Laki-laki,34.0,S2,Belum Menikah,Data,0.9,Startup,Hybrid,10.6,2.5,3.2,2.8,2.7,8.7,8.8,3.6,3.7,1.6,3.5,5.0,4.0,Berat,Tidak,Pernah Depresi,Sakit Kepala,Khawatir,7.5,High
EMP09659,Perempuan,20.0,SMA/SMK,Menikah,Engineering,5.4,BUMN,Hybrid,7.0,0.6,7.1,8.8,2.2,11.1,3.2,,8.5,8.8,6.7,2.0,2.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.5,Low
EMP13572,Laki-laki,26.0,S1,Belum Menikah,IT,5.8,Freelance,Tidak,11.3,2.5,5.4,1.4,1.5,10.4,7.9,3.6,4.2,3.4,2.3,4.0,5.0,Berat,Ya,Pernah Depresi,Sakit Kepala,Tidak Aman,8.4,High
EMP04930,Perempuan,32.0,SMA/SMK,Belum Menikah,HR,1.9,Startup,Hybrid,6.1,0.0,7.8,5.1,3.7,9.2,3.6,8.7,6.6,7.1,8.9,2.0,3.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,3.8,Low
EMP04539,Perempuan,29.0,D3,Menikah,Product,2.0,Startup,Tidak,12.9,4.3,3.5,2.9,0.3,12.9,8.2,2.4,3.8,1.0,4.9,5.0,5.0,Berat,Tidak,Kecemasan,Mata Lelah,Tidak Aman,5.4,High
EMP01483,Perempuan,36.0,D3,Belum Menikah,Marketing,0.9,BUMN,Tidak,7.1,0.0,9.3,7.4,3.8,9.9,5.0,9.7,6.6,7.4,7.1,2.0,2.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.4,Low
EMP12670,Laki-laki,24.0,S2,Menikah,IT,2.2,Swasta,Hybrid,12.8,3.3,5.5,1.6,3.5,11.6,7.5,4.3,1.9,5.0,2.0,3.0,4.0,Berat,Ya,Tidak Ada,Mata Lelah,Cukup Aman,4.8,High
EMP13632,Perempuan,28.0,S1,Menikah,Finance,5.7,Startup,Tidak,12.2,3.8,5.7,4.3,0.6,10.6,6.4,3.5,2.9,4.3,4.2,5.0,3.0,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7.2,High
EMP08774,Perempuan,27.0,SMA/SMK,Belum Menikah,Engineering,4.9,Startup,Ya,14.0,3.2,8.2,2.2,0.5,9.5,7.0,1.4,4.7,1.6,2.8,5.0,3.0,Berat,Ya,Tidak Ada,Nyeri Punggung,Khawatir,7.5,High
EMP10214,Laki-laki,28.0,S1,Belum Menikah,Product,0.4,,Ya,9.1,1.3,7.5,8.4,3.8,7.6,3.6,8.4,7.4,8.2,5.2,1.0,1.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,3.6,Low
EMP01306,Perempuan,28.0,D3,Menikah,IT,1.0,BUMN,Ya,10.9,2.9,4.7,5.5,2.4,4.1,8.8,2.0,2.4,7.1,1.0,4.0,5.0,Sedang,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,6.0,High
EMP01913,Perempuan,24.0,S2,Menikah,Sales,8.6,Corporate,Ya,11.4,1.9,3.6,3.8,0.1,8.2,8.6,3.4,1.7,6.1,2.6,2.0,5.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Khawatir,6.5,High
EMP07362,Laki-laki,31.0,S1,Belum Menikah,HR,0.7,Startup,Tidak,7.5,0.5,8.6,7.2,3.7,10.4,6.2,7.5,8.2,8.5,7.4,2.0,2.0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,3.4,Low
EMP06557,Perempuan,21.0,S1,Belum Menikah,IT,5.3,Startup,Tidak,10.8,2.2,4.5,4.1,0.0,8.0,7.5,3.8,2.9,3.9,14.39,5.0,5.0,Berat,Tidak,Kecemasan,Kelelahan,Khawatir,7.3,High
EMP00288,Perempuan,29.0,D3,Belum Menikah,Marketing,1.4,Freelance,Tidak,13.3,4.0,4.9,2.5,2.2,5.9,9.4,4.2,3.5,5.3,3.3,5.0,5.0,Sangat Berat,Tidak,Pernah Depresi,Nyeri Punggung,Khawatir,9.3,High
EMP00717,Laki-laki,18.0,S1,Belum Menikah,Operations,1.1,Swasta,Tidak,11.1,2.9,4.4,6.1,0.2,5.5,7.5,4.1,2.6,2.6,4.7,6.0,6.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6.1,High
EMP00277,Laki-laki,25.0,D3,Menikah,IT,3.1,Corporate,Tidak,10.0,2.1,6.4,4.5,2.5,8.1,5.7,5.8,6.2,6.5,7.1,2.0,5.0,Sedang,Tidak,,Sakit Kepala,Cukup Aman,4.4,Medium
EMP04748,Perempuan,29.0,SMA/SMK,Belum Menikah,Engineering,13.4,BUMN,Tidak,8.9,2.2,6.0,4.7,3.6,8.3,7.2,5.1,5.9,7.4,5.9,5.0,4.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,4.6,Medium
EMP11095,Laki-laki,33.0,S1,Menikah,Operations,2.8,Corporate,Hybrid,11.2,2.7,19.3,6.3,1.1,10.0,8.6,3.1,2.8,4.9,4.1,4.0,3.0,Berat,Ya,Pernah Depresi,Nyeri Punggung,Khawatir,7.6,High
EMP09951,Perempuan,33.0,S1,Menikah,Operations,2.2,Swasta,Ya,11.3,3.1,4.0,6.2,0.0,5.5,7.5,2.6,4.2,4.4,4.2,6.0,4.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Khawatir,5.0,High
EMP13590,Laki-laki,24.0,S1,Belum Menikah,Finance,3.4,Corporate,Ya,9.0,2.2,5.3,6.6,0.2,7.8,5.8,5.1,5.9,5.5,,3.0,3.0,Ringan,Ya,Tidak Ada,Sakit Kepala,Aman,3.5,Medium
EMP11837,Laki-laki,26.0,S1,Belum Menikah,Operations,0.7,Startup,Ya,11.2,0.9,6.5,4.8,2.8,6.8,5.3,4.6,6.1,5.3,6.8,,2.0,Sedang,Kadang,Tidak Ada,Sakit Kepala,Cukup Aman,4.2,Medium
EMP08882,Laki-laki,18.0,S1,Belum Menikah,Data,0.1,BUMN,Tidak,11.4,1.5,4.0,4.2,1.1,7.8,8.0,3.1,3.1,6.6,3.6,4.0,4.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Khawatir,7.6,High
EMP01056,Laki-laki,31.0,D3,Belum Menikah,Operations,1.3,Corporate,Ya,7.6,0.0,7.7,6.0,3.0,13.2,2.8,6.2,9.5,6.3,7.0,0.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,1.0,Low
EMP12379,Perempuan,22.0,S2,Menikah,Sales,8.1,Corporate,Tidak,5.2,0.0,7.5,6.6,2.6,9.1,4.9,9.6,7.2,6.4,6.4,1.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP04232,Laki-laki,32.0,SMA/SMK,Belum Menikah,Marketing,0.3,Freelance,Ya,10.5,1.4,6.8,4.6,4.0,9.6,6.4,7.4,5.4,6.0,4.5,4.0,2.0,Berat,Ya,Tidak Ada,Nyeri Punggung,Cukup Aman,6.2,Medium
EMP10344,Laki-laki,29.0,S1,Belum Menikah,Operations,0.6,Swasta,Ya,10.1,3.0,5.3,3.5,1.7,7.1,8.1,4.6,2.5,2.5,2.0,4.0,4.0,Sangat Berat,Kadang,Kecemasan,Sakit Kepala,Cukup Aman,4.6,High
EMP00712,Laki-laki,28.0,D3,Menikah,HR,12.9,Corporate,Tidak,14.0,3.4,5.4,3.5,3.1,9.7,8.7,4.3,3.8,3.4,2.9,4.0,6.0,Berat,Tidak,Kecemasan,Sakit Kepala,Cukup Aman,3.7,High
EMP02620,Perempuan,34.0,SMA/SMK,Belum Menikah,Engineering,0.9,Swasta,Ya,8.7,1.8,6.2,6.0,3.2,9.0,5.1,4.9,5.9,5.7,6.7,3.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,6.4,Medium
EMP03208,Perempuan,24.0,SMA/SMK,Menikah,HR,0.7,BUMN,Tidak,7.5,0.4,7.1,7.2,2.7,7.8,4.7,39.53,6.1,7.3,6.2,2.0,1.0,Sedang,Ya,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP02904,Perempuan,32.0,SMA/SMK,Menikah,Finance,4.3,Corporate,Ya,9.2,2.8,6.3,5.8,3.6,9.0,4.3,5.3,5.0,4.0,3.7,3.0,4.0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Tidak Aman,7.5,Medium
EMP03475,Perempuan,32.0,S1,Belum Menikah,Data,0.9,Freelance,Tidak,8.8,0.4,4.7,7.2,1.2,5.6,5.8,4.0,5.2,6.9,4.0,3.0,3.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6.7,Medium
EMP08754,Perempuan,27.0,S1,Belum Menikah,Engineering,1.1,Swasta,Ya,12.5,3.9,4.9,3.7,0.6,6.0,7.7,3.2,5.3,3.5,2.7,4.0,6.0,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6.3,High
EMP03426,Laki-laki,18.0,S1,Belum Menikah,IT,0.3,BUMN,Tidak,12.2,2.8,5.3,7.4,2.4,7.0,5.3,5.9,7.0,4.9,6.8,3.0,2.0,Sedang,Ya,Tidak Ada,,Aman,6.7,Medium
EMP11332,Laki-laki,36.0,S2,Belum Menikah,Sales,0.7,Startup,Tidak,11.3,2.4,3.2,1.6,,11.1,8.4,3.7,3.4,3.7,3.4,5.0,5.0,Sangat Berat,Kadang,Tidak Ada,Nyeri Punggung,Cukup Aman,7.4,High
EMP13857,Perempuan,21.0,S1,Menikah,Marketing,1.7,Corporate,Ya,6.7,0.0,7.2,6.5,2.4,7.0,4.4,5.9,7.4,7.6,7.6,2.0,0.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,2.6,Low
EMP07829,Laki-laki,21.0,S1,Belum Menikah,Engineering,0.2,Corporate,Ya,6.8,0.0,6.3,8.1,5.9,6.6,3.5,6.4,8.7,,5.7,2.0,0.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP03792,Laki-laki,33.0,S1,Belum Menikah,Data,0.8,Swasta,Ya,13.5,2.4,6.3,5.1,2.5,10.0,9.8,2.3,3.7,4.2,4.4,5.0,5.0,Sedang,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,6.5,High
EMP07969,Laki-laki,32.0,S1,Menikah,Operations,5.4,BUMN,Ya,8.5,1.1,6.1,3.6,1.4,4.5,7.6,4.7,3.1,5.9,5.5,3.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,5.6,Medium
EMP11971,Perempuan,28.0,S2,Menikah,Engineering,6.0,Corporate,Tidak,7.8,0.0,7.5,5.9,3.9,5.0,2.4,9.6,8.5,8.2,8.1,3.0,2.0,Sangat Ringan,Tidak,Pernah Depresi,Tidak Ada,Sangat Aman,3.2,Low
EMP07355,Laki-laki,18.0,S1,Menikah,Finance,3.1,Freelance,Tidak,8.3,0.0,6.5,6.7,3.7,7.4,4.0,8.5,6.0,6.3,6.1,0.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.6,Low
EMP05496,Perempuan,43.0,SMA/SMK,Belum Menikah,Sales,7.8,BUMN,Tidak,7.0,1.2,6.0,6.5,2.4,6.4,6.2,4.7,7.5,6.4,3.3,2.0,3.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,4.4,Medium
EMP10348,Laki-laki,18.0,S2,Belum Menikah,Sales,4.4,Swasta,Tidak,8.8,1.4,5.8,4.9,2.2,10.5,6.4,5.6,4.0,7.2,4.8,3.0,3.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,6.2,Medium
EMP16535,Laki-laki,22.0,S1,Belum Menikah,IT,1.9,Swasta,Ya,13.4,2.1,4.2,3.0,0.0,8.0,7.6,1.0,4.7,4.7,6.0,4.0,3.0,Berat,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,9.1,High
EMP10312,Laki-laki,25.0,S2,Menikah,Sales,0.3,Swasta,Hybrid,9.0,3.0,5.1,6.8,1.6,12.6,6.6,4.7,5.1,5.4,7.2,4.0,1.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,4.3,Medium
EMP15391,Laki-laki,19.0,S2,Belum Menikah,IT,0.2,Swasta,Tidak,8.7,1.4,7.1,5.6,1.7,9.8,7.3,5.3,6.9,6.4,5.3,4.0,3.0,Ringan,Tidak,Tidak Ada,,Cukup Aman,3.3,Medium
EMP07763,Perempuan,23.0,S1,Menikah,Sales,7.8,Corporate,Tidak,9.3,1.1,6.7,5.6,0.8,7.1,5.6,5.3,5.3,6.8,5.1,4.0,1.0,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,4.7,Medium
EMP17797,Laki-laki,28.0,SMA/SMK,Belum Menikah,Data,4.1,Freelance,Hybrid,4.4,0.1,8.7,7.2,4.1,7.8,5.5,8.9,7.5,8.9,7.2,1.0,2.0,Ringan,Tidak,Pernah Depresi,Sakit Kepala,Aman,1.0,Low
EMP00518,Laki-laki,33.0,S1,Belum Menikah,ENGINEERING,2.6,Corporate,Hybrid,9.2,0.1,8.6,4.9,0.9,8.5,6.7,3.7,4.3,6.1,5.4,1.0,,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,3.8,Medium
EMP17399,Laki-laki,38.0,S1,Menikah,Sales,2.7,Freelance,Tidak,9.9,3.5,4.6,5.8,3.1,5.5,29.3,3.5,4.6,5.9,4.1,3.0,4.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3.3,Medium
EMP12288,Perempuan,34.0,S1,Belum Menikah,Data,1.2,Swasta,Tidak,10.4,3.1,4.7,4.4,1.8,10.3,7.7,2.5,4.4,4.2,2.8,6.0,6.0,,Kadang,Tidak Ada,Nyeri Punggung,Tidak Aman,4.4,High
EMP15539,Laki-laki,35.0,S2,Belum Menikah,Engineering,1.5,Corporate,Ya,8.4,,7.4,6.1,4.0,10.3,2.5,7.4,7.4,6.4,7.2,4.0,1.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Sangat Aman,2.6,Low
EMP10327,Laki-laki,27.0,SMA/SMK,Belum Menikah,Product,3.1,BUMN,Ya,10.1,1.3,6.0,7.6,3.5,5.4,6.5,5.4,5.7,7.0,4.8,4.0,3.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Aman,5.9,Medium
EMP08787,Perempuan,28.0,S2,Belum Menikah,Finance,1.7,Corporate,Hybrid,7.9,0.2,9.3,8.0,2.5,9.8,2.7,8.6,7.8,8.9,8.5,1.0,0.0,Sangat Ringan,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,2.1,Low
EMP07083,Perempuan,32.0,S2,Belum Menikah,Data,12.5,Corporate,Hybrid,10.5,3.0,5.0,4.2,5.3,,6.6,6.1,5.0,4.8,4.4,3.0,3.0,Ringan,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,6.0,Medium
EMP04365,Laki-laki,23.0,D3,Menikah,Finance,0.2,Freelance,Tidak,12.7,3.8,5.0,3.8,0.0,9.2,7.1,4.7,3.7,3.6,4.9,6.0,5.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,8.0,High
EMP11530,LAKI-LAKI,18.0,D3,Belum Menikah,Marketing,1.9,Corporate,Hybrid,8.7,0.2,6.9,5.3,2.8,8.7,5.0,9.1,10.0,7.2,4.9,2.0,0.0,Sedang,Ya,Pernah Depresi,Tidak Ada,Sangat Aman,4.2,Low
EMP13996,Laki-laki,30.0,SMA/SMK,Belum Menikah,HR,2.5,Freelance,Tidak,9.2,2.7,6.2,6.3,2.6,10.9,5.2,,4.8,5.6,5.9,2.0,1.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,2.9,Medium
EMP08712,Laki-laki,29.0,S1,Belum Menikah,Engineering,1.7,Freelance,Ya,14.0,3.2,5.5,5.2,0.4,4.5,8.0,4.0,2.1,3.7,4.5,5.0,3.0,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Cukup Aman,6.5,High
EMP11588,Perempuan,26.0,S2,Belum Menikah,Sales,2.3,BUMN,Tidak,6.7,0.0,8.2,6.5,3.1,6.2,2.2,7.4,6.6,7.8,9.4,1.0,0.0,Ringan,Kadang,Tidak Ada,Sakit Kepala,Sangat Aman,1.7,Low
EMP05755,Perempuan,29.0,S2,Menikah,Operations,4.3,Corporate,Tidak,7.2,2.2,7.6,7.5,3.5,5.8,4.0,8.1,6.9,7.9,8.1,2.0,1.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,1.8,Low
EMP15409,Laki-laki,31.0,S1,Belum Menikah,Finance,0.7,Swasta,Hybrid,9.9,2.7,3.9,2.1,0.0,7.9,8.6,4.8,2.5,4.8,4.9,5.0,4.0,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Cukup Aman,8.1,High
EMP09436,Perempuan,36.0,S1,Menikah,Finance,1.1,Startup,Hybrid,9.0,2.3,5.8,8.4,3.1,8.8,5.0,2.2,4.2,6.3,4.5,3.0,3.0,Berat,Tidak,tidak ada,Nyeri Punggung,Cukup Aman,3.7,Medium
EMP13174,Laki-laki,29.0,SMA/SMK,Belum Menikah,Product,6.6,Swasta,Tidak,6.7,0.0,,7.9,3.7,8.2,1.7,7.2,6.5,6.9,6.2,0.0,0.0,Sangat Ringan,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,1.0,Low
EMP12494,Perempuan,35.0,S1,Menikah,Sales,,Corporate,Hybrid,9.6,1.1,22.38,5.3,1.9,10.3,5.0,7.2,5.2,6.1,5.2,4.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,5.3,Medium
EMP13242,Perempuan,25.0,S1,Menikah,HR,5.2,Startup,Hybrid,12.6,3.2,3.4,2.9,2.1,8.2,7.3,1.8,3.1,4.3,3.5,7.0,3.0,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,4.1,High
EMP07222,Perempuan,35.0,S1,Belum Menikah,,13.3,Swasta,Ya,7.2,0.1,7.3,8.1,4.2,12.3,4.2,6.8,9.3,6.4,6.2,2.0,0.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP09029,Perempuan,27.0,S2,BELUM MENIKAH,IT,1.6,Freelance,Ya,10.1,1.1,4.1,5.7,1.9,9.0,6.2,5.6,5.9,6.2,5.6,4.0,1.0,Berat,Kadang,Pernah Depresi,Nyeri Punggung,Cukup Aman,4.3,Medium
EMP03325,Perempuan,30.0,SMA/SMK,Menikah,Finance,2.4,Freelance,Hybrid,6.7,0.7,8.8,7.4,4.7,6.4,3.6,6.8,7.1,7.1,8.1,1.0,1.0,Sangat Ringan,Ya,Pernah Depresi,Tidak Ada,Aman,1.5,Low
EMP14074,Laki-laki,37.0,S2,Belum Menikah,IT,3.4,Corporate,Ya,8.5,0.9,7.1,8.0,3.0,6.1,1.7,7.9,6.6,8.4,8.3,2.0,2.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP04815,Laki-laki,18.0,S1,Menikah,IT,1.6,Corporate,Ya,12.1,3.3,3.4,6.2,0.5,9.3,9.2,2.2,3.8,3.9,4.0,5.0,5.0,Sangat Berat,Kadang,Tidak Ada,Mata Lelah,Tidak Aman,9.2,High
EMP06295,Perempuan,33.0,D3,Belum Menikah,Product,3.0,Corporate,Ya,9.4,1.0,7.7,6.5,3.6,9.2,6.1,6.1,6.7,5.0,6.3,3.0,3.0,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,4.4,Medium
EMP04325,Laki-laki,34.0,S2,Menikah,Operations,2.1,BUMN,Hybrid,10.9,1.7,4.8,4.3,0.0,7.4,7.7,3.2,1.6,4.3,2.8,4.0,3.0,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7.9,High
EMP02778,Laki-laki,36.0,S1,Menikah,HR,0.8,Freelance,Ya,5.4,1.2,6.2,6.2,4.9,5.0,4.1,9.5,6.6,7.6,7.0,2.0,2.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.9,Low
EMP06565,Laki-laki,28.0,S1,Menikah,Product,0.4,Startup,Ya,9.7,0.0,6.7,6.1,4.6,7.3,4.4,6.8,4.2,6.1,7.0,2.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.7,Low
EMP07968,Laki-laki,31.0,S1,Menikah,Data,0.2,Freelance,Tidak,11.0,0.0,5.3,4.3,1.6,7.9,5.8,5.7,5.2,6.4,5.5,,2.0,Sedang,Ya,,Tidak Ada,Cukup Aman,5.5,Medium
EMP13909,Perempuan,37.0,S1,Menikah,IT,2.5,Freelance,Hybrid,11.7,3.0,5.0,2.5,1.1,11.8,10.0,2.2,1.0,3.5,3.6,5.0,3.0,Sangat Berat,Tidak,Tidak Ada,Kelelahan,Cukup Aman,7.6,High
EMP16660,Laki-laki,20.0,SMA/SMK,Belum Menikah,Finance,1.2,Startup,Tidak,11.0,3.1,4.2,4.6,1.1,7.1,10.0,2.3,1.7,3.9,5.5,5.0,5.0,,Kadang,Tidak Ada,Kelelahan,Tidak Aman,4.0,High
EMP17567,Laki-laki,29.0,S1,Belum Menikah,Operations,0.5,Startup,Ya,11.7,2.9,4.3,1.5,0.4,12.2,tidak tahu,2.1,4.3,4.9,-,4.0,5.0,Berat,Kadang,Pernah Depresi,Nyeri Punggung,Khawatir,8.1,High
EMP13731,Perempuan,33.0,D3,Menikah,Operations,3.5,Corporate,Tidak,13.1,4.8,4.2,3.0,1.3,7.6,7.8,6.0,2.6,2.8,4.1,5.0,6.0,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,6.1,High
EMP07869,Laki-laki,22.0,S1,Belum Menikah,HR,0.2,Freelance,Tidak,11.7,4.2,4.1,4.0,2.6,6.5,9.2,3.1,3.3,4.3,3.8,6.0,4.0,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,8.1,High
EMP08694,Perempuan,38.0,S1,Menikah,Sales,1.4,Freelance,Ya,5.4,1.2,7.7,5.6,3.4,8.7,3.9,7.7,6.0,6.7,7.7,,2.0,Sangat Ringan,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,2.2,Low
EMP09413,Laki-laki,29.0,S1,Menikah,Product,3.8,BUMN,Ya,8.3,0.0,8.5,7.7,4.1,5.5,2.3,8.2,7.9,7.6,8.1,1.0,,Sangat Ringan,Ya,Tidak Ada,Sakit Kepala,Aman,5.2,Low
EMP01024,Laki-laki,25.0,SMA/SMK,Belum Menikah,Marketing,3.7,Corporate,Tidak,8.3,1.6,8.1,6.5,3.2,5.8,3.4,5.4,8.1,7.3,6.0,1.0,0.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,2.6,Low
EMP00246,Perempuan,26.0,S2,Belum Menikah,Marketing,7.4,Freelance,Tidak,7.2,0.0,,8.4,2.7,5.8,4.0,7.6,7.2,7.9,9.0,4.0,1.0,Sangat Ringan,Kadang,,Tidak Ada,Aman,1.0,Low
EMP14599,Perempuan,19.0,D3,Belum Menikah,IT,1.8,Corporate,Ya,9.3,1.9,5.9,5.1,1.8,6.4,7.4,6.1,6.8,6.4,5.3,4.0,3.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,6.6,Medium
EMP01543,Perempuan,24.0,S2,Menikah,Product,3.7,Freelance,Tidak,9.1,2.4,7.0,4.5,2.9,8.2,6.2,6.0,5.5,5.9,4.3,4.0,3.0,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2.6,Medium
EMP14562,Laki-laki,20.0,S2,Belum Menikah,Engineering,0.2,Corporate,Tidak,9.6,2.0,6.1,6.0,2.4,7.0,6.6,7.5,-,5.2,6.8,5.0,0.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,3.9,Medium
EMP13655,Perempuan,26.0,S2,Belum Menikah,Finance,0.5,BUMN,Ya,10.8,4.0,4.9,5.0,0.7,9.4,9.2,3.9,2.4,3.1,3.1,6.0,5.0,Berat,Ya,Pernah Depresi,Sakit Kepala,Cukup Aman,8.6,High
EMP10197,Laki-laki,20.0,SMA/SMK,Menikah,Marketing,0.1,Swasta,Ya,9.4,2.8,6.2,5.3,0.0,7.4,8.7,1.4,3.5,3.0,3.6,4.0,5.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,6.8,High
EMP16296,Perempuan,21.0,S1,Menikah,Marketing,5.4,Freelance,Tidak,9.2,0.0,7.2,6.6,1.9,10.1,2.8,8.3,5.3,8.4,7.1,1.0,2.0,Ringan,Ya,Pernah Depresi,Sakit Kepala,Cukup Aman,1.8,Low
